what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1430875645717
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1430875645718
os,sysinfo,,,"win32",1430875645721
arch,sysinfo,,,"x86",1430875645721
ws,sysinfo,,,"win32",1430875645721
locale,sysinfo,,,"zh_CN",1430875645721
processors,sysinfo,,,"4",1430875645721
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430875645721
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1430875645721
java.specification.name,sysinfo,,,"Java Platform API Specification",1430875645721
java.specification.vendor,sysinfo,,,"Oracle Corporation",1430875645721
java.specification.version,sysinfo,,,"1.7",1430875645721
java.vendor,sysinfo,,,"Oracle Corporation",1430875645721
java.version,sysinfo,,,"1.7.0_67",1430875645721
java.vm.info,sysinfo,,,"mixed mode",1430875645721
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1430875645721
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430875645721
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1430875645721
java.vm.specification.version,sysinfo,,,"1.7",1430875645721
java.vm.vendor,sysinfo,,,"Oracle Corporation",1430875645721
java.vm.version,sysinfo,,,"24.65-b04",1430875645721
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430875647123
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1430875647158
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1430875647172
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1430875647219
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430875648535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430875652402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430875674398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1430875674431
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430875678494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430875693711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430875800446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430875801582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430893613663
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430893614764
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430893615995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430893622047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430893626681
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430893632675
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430893632785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430893644845
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1430893645245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430893648991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894173657
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1430894175489
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1430894177173
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1430894177754
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1430894177975
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1430894180352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894180971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894233952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894236245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894237243
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1430894240506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894240747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894245289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894245790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894247548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894248067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894425113
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430894427272
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430894434335
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430894434416
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1430894437398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894438539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430894535179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430894537141
